index,text_a,text_b,preferred_text
3710,"from math import gcd
from functools import reduce

def lcm(a, b):
    return a * b // gcd(a, b)

def main():
    n, k = map(int, input().split())
    c = list(map(int, input().split()))
    if k in c:
        print(""Yes"")
    else:
        lcm_val = reduce(lcm, c)
        if lcm_val % k == 0:
            print(""Yes"")
        else:
            print(""No"")

main()
","from math import *
from sys import *
n, k = map(int, stdin.readline().split("" ""))
a = 1;
for c in map(int, stdin.readline().split("" "")):
  a = a * (gcd(k, c)//gcd(a, c))
if a%k == 0:
  print(""Yes"")
else:
  print(""No"")",text_b
3711,"def solve(n, m, k):
    if k > n + m - 2:
        return -1
    if k < n:
        x = n // (k + 1)
    else:
        x = n
    if k < m:
        y = m // (k + 1)
    else:
        y = m
    return max(x, y)

n, m, k = map(int, input().split())
print(solve(n, m, k))
","n,m,k = [int(x) for x in input().split()]

if k+2>n+m:
    print(-1)
else:
    if k >= n:
        alpha = m // (k-n+2)
    else:
        alpha = m * (n // (k+1))
    if k >= m:
        beta = n // (k-m+2)
    else:
        beta = n * (m // (k + 1))
    print(max(alpha, beta))
",text_b
3712,"n = int(input())
a = list(map(int, input().split()))
c = [0]*5
for i in a:
    c[i] += 1
x = min(c[1], c[2])
c[1] -= x
c[2] -= x
if c[1]:
    x += c[1]//3*2
    c[1] %= 3
    if c[1] == 1:
        if c[3] >= 1:
            x += 1
        elif c[4] >= 2:
            x += 2
        else:
            x = -1
    elif c[1] == 2:
        if c[3] >= 2 or (c[3] >= 1 and c[4] >= 1) or c[4] >= 3:
            x += 2
        else:
            x = -1
elif c[2]:
    x += c[2]
print(x)
","#! /usr/bin/env python

n = int(input())
counts = [0] * 5
nums = [int(x) for x in input().split()]
for x in nums:
    counts[x] += 1

s = sum(nums)
if s > 2 and s != 5:
    ans = 0
    if counts[1] >= counts[2]:
        ans += counts[2]
        counts[3] += counts[2]
        counts[1] -= counts[2]
        ans += 2 * (counts[1] // 3)
        counts[3] += counts[1] // 3
        counts[1] %= 3
        if counts[3] > 0:
            ans += counts[1]
        elif counts[1] != 0:
            ans += 2
    else:
        ans += counts[1]
        counts[2] -= counts[1]
        ans += 2 * (counts[2] // 3)
        counts[2] %= 3
        if counts[4] > 0:
            ans += counts[2]
        elif counts[2] != 0:
            ans += 2
    print(ans)
else:
    print(-1)
",text_b
3713,"n = int(input())
s = input()
cnt = 1
for i in range(1, n):
    if s[i] != s[i - 1]:
        cnt += 1
print(min(n, cnt + 2))
","x = int(input())
y = input()
if x <= 3:
    print(x)
    quit()

num1 = 0
num0 = 0
for i in y:
    if i == '1':
        num1 = max(num1, num0+1)
    else:
        num0 = max(num0, num1+1)

maxx = max(num1, num0)
if '11' not in y and '00' not in y:
    print(maxx)
    quit()

print(min(maxx+2, x))",text_b
3714,"from math import gcd
def lcm(a, b):
    return a * b // gcd(a, b)

n = int(input())
a = list(map(int, input().split()))
a = [x-1 for x in a]
b = [0]*n
c = [0]*n
for i in range(n):
    if b[i]:
        continue
    x = i
    while True:
        b[x] = i+1
        c[x] += 1
        x = a[x]
        if b[x] == i+1:
            break
    if b[x] != i+1:
        print(-1)
        exit(0)
    if c[x] % 2 == 0:
        c[x] //= 2
t = 1
for i in range(n):
    t = lcm(t, c[i])
print(t)
","n = int(input())
w = list(map(int, input().split()))
w = [x-1 for x in w]

ws = sorted(w)
for i in range(n):
	if i != ws[i]:
		print(-1)
		return

a = []
vis = [False] * n
for i in range(n):
	if not vis[i]:
		a.append(0)
		j = i
		while not vis[j]:
			a[-1] += 1
			vis[j] = True
			j = w[j]

def gcd(a, b):
	if b == 0:
		return a
	return gcd(b, a % b)

ans = 1
for i in a:
	if i % 2 == 0:
		i //= 2
	ans = ans // gcd(ans, i) * i
print(ans)
",text_b
3715,"n = int(input())
a = list(map(int, input().split()))
dp = [[0]*3 for _ in range(n+1)]
for i in range(1, n+1):
    dp[i][0] = min(dp[i-1])
    if a[i-1] == 1 or a[i-1] == 3:
        dp[i][1] = min(dp[i-1][0], dp[i-1][2]) + 1
    if a[i-1] == 2 or a[i-1] == 3:
        dp[i][2] = min(dp[i-1][0], dp[i-1][1]) + 1
print(n - max(dp[n]))","import sys

inp = sys.stdin
#inp = open('input.txt', 'r')

n = int(inp.readline())
a = list(map(int, inp.readline().split()))


best = [0, 0, 0]
for i in range(n):
    nx_best = [0, 0, 0]
    if a[i] in (1, 3):
        nx_best[1] = max(best[0], best[2]) + 1
    if a[i] in (2, 3):
        nx_best[2] = max(best[0], best[1]) + 1
    nx_best[0] = max(best)

    best = nx_best[:]

print(n - max(best))
",text_b
3716,"def max_lcm(n):
    if n == 1:
        return 1
    elif n == 2:
        return 2
    elif n == 3:
        return 6
    elif n % 2 == 1:
        return n * (n - 1) * (n - 2)
    elif n % 3 == 0:
        return (n - 1) * (n - 2) * (n - 3)
    else:
        return n * (n - 1) * (n - 3)

n = int(input())
print(max_lcm(n))
","def gcd(a, b):
    c = a % b
    return gcd(b, c) if c else b

s, a = 0, int(input())
if a < 3: print(a)
else:
    while a ** 3 > s:
        b = a - 1
        while a * b * b > s:
            if gcd(a, b) == 1:
                d = a * b
                c = b - 1
                while d * c > s:
                    if gcd(c, d) == 1: s = d * c
                    c -= 1
            b -= 1
        a -= 1
    print(s)",text_b
3717,"n = int(input())
rects = [list(map(int, input().split())) for _ in range(n)]
x1 = sorted(rects, key=lambda x: x[0])
x2 = sorted(rects, key=lambda x: -x[2])
y1 = sorted(rects, key=lambda x: x[1])
y2 = sorted(rects, key=lambda x: -x[3])
x = max(x1[-1][0], x1[-2][0])
y = max(y1[-1][1], y1[-2][1])
if x <= min(x2[0][2], x2[1][2]) and y <= min(y2[0][3], y2[1][3]):
    print(x, y)
else:
    x = max(x1[-1][0], x1[-3][0])
    y = max(y1[-1][1], y1[-3][1])
    print(x, y)
","def excl_max_list(a):
    first_max = max(a)
    imax = a.index(first_max)
    second_max = max(a[:imax] + a[imax + 1:])
    return [second_max if elem == first_max else first_max for elem in a]

def excl_min_list(a):
    first_min = min(a)
    imin = a.index(first_min)
    second_min = min(a[:imin] + a[imin + 1:])
    return [second_min if elem == first_min else first_min for elem in a]

n = int(input())
rectangles = [tuple(map(int, input().split())) for i in range(n)]
lefts = [l for l, d, r, u in rectangles]
rights = [r for l, d, r, u in rectangles]
downs = [d for l, d, r, u in rectangles]
ups = [u for l, d, r, u in rectangles]

max_lefts = excl_max_list(lefts)
max_downs = excl_max_list(downs)
min_rights = excl_min_list(rights)
min_ups = excl_min_list(ups)

for i in range(n):
    if max_lefts[i] <= min_rights[i] and max_downs[i] <= min_ups[i]:
        print(max_lefts[i], max_downs[i])
        break
",text_b
3718,"n = int(input())
balls = list(map(int, input().split()))
balls = sorted(set(balls))
for i in range(len(balls) - 2):
    if balls[i + 2] - balls[i] == 2:
        print(""YES"")
        exit(0)
print(""NO"")
","n = int(input())
a = sorted(list(set(map(int, input().split()))))

for i in range(2, len(a)):
    if a[i] - a[i - 2] <= 2:
        print('YES')
        break
else:
    print('NO')
",text_b
3719,"from bisect import bisect_left, bisect_right

def solve(n, m, a, b):
    a.sort()
    b.sort()
    ans = 0
    for i in range(n):
        for j in range(i + 1, n + 1):
            l = a[i:j]
            x = len(l)
            y = bisect_right(b, l[-1]) - bisect_left(b, l[0])
            ans = max(ans, min(x + y, m))
    return ans

n, m = map(int, input().split())
a = list(map(int, input().split()))
b = list(map(int, input().split()))
print(solve(n, m, a, b))
","from collections import Counter
MV = 400020
a = [0] * MV
for i in range(MV):
    a[i] = set()

n ,m = list(map(int , input().split()))

first = list(map(int , input().split()))
second = list(map(int , input().split()))

for fid, f in enumerate(first):
    for sid, s in enumerate(second):
        a[f+s].add(fid + MV)
        a[f+s].add(sid)

a.sort(key = lambda x: -len(x))

b = [len(k) for k in a]

# for k in range(MV):
#     if b[k]>0:
#         print(k, b[k], a[k])

best_res = b[0]
for pos in range(MV):
    for pos2 in range(MV):
        if b[pos] + b [pos2] <= best_res:
            break
        cur = len(a[pos].union(a[pos2]))
        if cur > best_res :
            best_res = cur
print(best_res)
",text_b
3720,"import math

def solve(n):
    grundy = [0, 1, 2, 1, 4, 3, 2, 1, 5, 6, 2, 1, 8, 7, 5, 9, 8, 7, 3, 4, 7, 6, 8, 7, 5, 3, 8, 7, 2, 1, 1]
    primes = [0, 0, 1, 1, 2, 1, 2, 1, 2, 1, 4, 1, 2, 1, 6, 1, 4, 1, 2, 1, 8, 1, 6, 1, 4, 1, 2, 1, 10, 3, 2]
    xor_sum = 0
    for i in range(2, int(math.sqrt(n)) + 1):
        if primes[i] == i:
            cnt = 0
            x = i * i
            while x <= n:
                x *= i
                cnt += 1
            xor_sum ^= grundy[cnt]
    xor_sum ^= max(0, n - sum(primes[:int(math.sqrt(n)) + 1]) * 2)
    return ""Vasya"" if xor_sum else ""Petya""

n = int(input())
print(solve(n))
","from sys import stdin, stdout
import math, collections
mod = 10**9+7

def isPower(n):
    if (n <= 1):
        return True
    for x in range(2, (int)(math.sqrt(n)) + 1):
        p = x
        while (p <= n):
            p = p * x
            if (p == n):
                return True

    return False
n = int(input())
arr = [0,1,2,1,4,3,2,1,5,6,2,1,8,7,5,9,8,7,3,4,7,4,2,1,10,9,3,6,11,12]
ans = arr[int(math.log(n, 2))]
s = int(math.log(n, 2))
for i in range(3, int(n**0.5)+1):
    if not isPower(i):
        ans^=arr[int(math.log(n, i))]
        s+=int(math.log(n, i))
ans^=((n-s)%2)
print(""Vasya"" if ans else ""Petya"")",text_b
3721,"from sys import stdin, stdout
from collections import defaultdict

n, m, q = map(int, stdin.readline().split())
rows = defaultdict(list)
cols = defaultdict(list)
for _ in range(q):
    r, c = map(int, stdin.readline().split())
    rows[r].append(c)
    cols[c].append(r)
visited = [0] * (n + m + 2)
graph = defaultdict(list)
for r in rows:
    for c in rows[r]:
        graph[r].append(n + c)
        graph[n + c].append(r)
for c in cols:
    for r in cols[c]:
        graph[n + c].append(r)
        graph[r].append(n + c)
def dfs(v):
    visited[v] = 1
    for u in graph[v]:
        if not visited[u]:
            dfs(u)
cnt = 0
for v in range(1, n + m + 1):
    if not visited[v]:
        dfs(v)
        cnt += 1
stdout.write(str(cnt - 1) + '\n')
","import sys
n,m,q=map(int,input().split())
p=[-1]*(n+m)
r=[0]*(n+m)
def par(i):
 if p[i]==-1: return i
 p[i]=par(p[i])
 return p[i]
def merge(a,b):
 a,b=par(a),par(b)
 if a==b: return 0
 if r[a]<r[b]:p[a]=b
 elif r[b]<r[a]:p[b]=a
 else:p[a]=b;r[b]+=1
 return 1
v=n+m
for l in sys.stdin.read().strip().split('\n') if q else []:
 a,b=map(int,l.split())
 v-=merge(a-1,b-1+n)
print(v-1)",text_b
3722,"N = int(input())
cAA = input()
cAB = input()
cBA = input()
cBB = input()

MOD = 10**9+7

dp = [[[[0]*2 for _ in range(2)] for _ in range(2)] for _ in range(N+1)]
dp[2][0][0][0] = 1
dp[2][0][0][1] = 1
dp[2][0][1][0] = 1
dp[2][0][1][1] = 1
dp[2][1][0][0] = 1
dp[2][1][0][1] = 1
dp[2][1][1][0] = 1
dp[2][1][1][1] = 1

for i in range(2, N):
    for j in range(2):
        for k in range(2):
            for l in range(2):
                if dp[i][j][k][l] == 0:
                    continue
                if cAA == 'A':
                    dp[i+1][j][k][0] += dp[i][j][k][l]
                    dp[i+1][j][k][0] %= MOD
                else:
                    dp[i+1][1][k][0] += dp[i][j][k][l]
                    dp[i+1][1][k][0] %= MOD
                if cAB == 'A':
                    dp[i+1][j][l][0] += dp[i][j][k][l]
                    dp[i+1][j][l][0] %= MOD
                else:
                    dp[i+1][1][l][0] += dp[i][j][k][l]
                    dp[i+1][1][l][0] %= MOD
                if cBA == 'A':
                    dp[i+1][k][j][0] += dp[i][j][k][l]
                    dp[i+1][k][j][0] %= MOD
                else:
                    dp[i+1][k][1][0] += dp[i][j][k][l]
                    dp[i+1][k][1][0] %= MOD
                if cBB == 'A':
                    dp[i+1][l][j][0] += dp[i][j][k][l]
                    dp[i+1][l][j][0] %= MOD
                else:
                    dp[i+1][l][1][0] += dp[i][j][k][l]
                    dp[i+1][l][1][0] %= MOD

ans = 0
for j in range(2):
    for k in range(2):
        for l in range(2):
            ans += dp[N][j][k][l]
            ans %= MOD
print(ans)
","from collections import defaultdict, deque, Counter
from heapq import heappush, heappop, heapify
import math
import bisect
import random
from itertools import permutations, accumulate, combinations, product
import sys
import string
from bisect import bisect_left, bisect_right
from math import factorial, ceil, floor
from operator import mul
from functools import reduce


sys.setrecursionlimit(2147483647)
INF = 10 ** 13
def LI(): return list(map(int, sys.stdin.readline().split()))
def I(): return int(sys.stdin.readline())
def LS(): return sys.stdin.readline().rstrip().split()
def S(): return sys.stdin.readline().rstrip()
def IR(n): return [I() for i in range(n)]
def LIR(n): return [LI() for i in range(n)]
def SR(n): return [S() for i in range(n)]
def LSR(n): return [LS() for i in range(n)]
def SRL(n): return [list(S()) for i in range(n)]
def MSRL(n): return [[int(j) for j in list(S())] for i in range(n)]
mod = 1000000007

#aかbのどちらかは無限に増やせる
n=I()
c1=S()
c2=S()
c3=S()
c4=S()

if n<=3:
    print((1))
    return

if c2==""A"":
    if c1==""A"":
        print((1))
    else:
        dp = [[0] * 2 for _ in range(n - 3)]
        dp[0][0] = 1
        dp[0][1] = 1
        for i in range(1, n - 3):
            dp[i][0] = sum(dp[i - 1]) % mod
            dp[i][1] = dp[i - 1][0]
        if c3==""A"":
            print((sum(dp[-1]) % mod))
        else:
            print((pow(2,n-3,mod)))
else:
    if c4==""B"":
        print((1))
    else:
        dp = [[0] * 2 for _ in range(n - 3)]
        dp[0][0] = 1
        dp[0][1] = 1
        for i in range(1, n - 3):
            dp[i][0] = sum(dp[i - 1]) % mod
            dp[i][1] = dp[i - 1][0]
        if c3==""B"":
            print((sum(dp[-1]) % mod))
        else:
            print((pow(2,n -3,mod)))





",text_b
3723,"from math import sqrt
from collections import Counter

def max_pokemons(n, s):
    counter = Counter(s)
    max_count = max(counter.values())
    for i in range(2, int(sqrt(max(s))) + 1):
        count = sum([counter[j] for j in range(i, max(s) + 1, i)])
        max_count = max(max_count, count)
    return max_count

n = int(input().strip())
s = list(map(int, input().strip().split()))
print(max_pokemons(n, s))
","from collections import Counter
n = int(input())
a = [int(_) for _ in input().split()]
f = Counter(a)
N = 10 ** 5 + 10
p = [0 for i in range(N)]
ans = Counter()
for i in range(2, N):
    if p[i]:
        continue
    for j in range(i, N, i):
        p[j] = 1
        ans[i] += f[j]
print(max(1, ans.most_common(1)[0][1]))
",text_b
3724,"from collections import Counter
from math import factorial as f

MOD = 10**9+7
N = int(input())
S = input()
c = Counter(S)
A, B, C = c['A'], c['B'], c['C']

dp = [[[0]*(C+1) for _ in range(B+1)] for _ in range(A+1)]
dp[0][0][0] = 1
for i in range(A+1):
    for j in range(B+1):
        for k in range(C+1):
            if i > 0:
                dp[i][j][k] += dp[i-1][j][k] * f(i+j+k-1) // (f(i-1)*f(j)*f(k)) % MOD
            if j > 0:
                dp[i][j][k] += dp[i][j-1][k] * f(i+j+k-1) // (f(i)*f(j-1)*f(k)) % MOD
            if k > 0:
                dp[i][j][k] += dp[i][j][k-1] * f(i+j+k-1) // (f(i)*f(j)*f(k-1)) % MOD
            dp[i][j][k] %= MOD

print(sum(dp[i][j][k] for i in range(A+1) for j in range(B+1) for k in range(C+1)) % MOD)
","n = int(input())
s = input()
s = list(map('_ABC'.index, s))
s0 = s[0]

MOD = 10 ** 9 + 7

dp = [0, 0, 0, 0]
dp[s0] = 1

p = 1
while p < n and s[p] == s0:
    p += 1

xor = 0 if p % 2 == 0 else s0

for i, c in enumerate(s[p:], start=p):

    d, e = c % 3 + 1, (c + 1) % 3 + 1

    dp[c] = sum(dp) % MOD
    dp[d], dp[e] = dp[e], dp[d]

    if i == p:
        dp[c] += p // 2
        dp[s[i - 1] ^ c] += (p - 1) // 2
    elif xor == 0:
        dp[c] += 1

    xor ^= c

print((sum(dp) % MOD))
",text_b
3725,"def solve():
    m = int(input())
    h1, a1 = map(int, input().split())
    x1, y1 = map(int, input().split())
    h2, a2 = map(int, input().split())
    x2, y2 = map(int, input().split())
    t1 = -1
    t2 = -1
    t3 = -1
    t4 = -1
    for i in range(m):
        if h1 == a1 and t1 == -1:
            t1 = i
        if h1 == a1 and h2 == a2 and t2 == -1:
            t2 = i
        if h1 == a1 and t3 == -1:
            t3 = i
        if h2 == a2 and t4 == -1:
            t4 = i
        h1 = (x1 * h1 + y1) % m
        h2 = (x2 * h2 + y2) % m
    if t2 != -1:
        print(t2)
    elif t1 != -1 and t4 != -1 and t3 != t1:
        print(t1 + t3 * ((t4 - t1 + t3 - 1) // t3))
    else:
        print(-1)

solve()
","import fractions

def read_data():
    m = int(input())
    h1, a1 = map(int, input().split())
    x1, y1 = map(int, input().split())
    h2, a2 = map(int, input().split())
    x2, y2 = map(int, input().split())
    return m, h1, a1, x1, y1, h2, a2, x2, y2

def solve(m, h1, a1, x1, y1, h2, a2, x2, y2):
    t = 0
    h1s = [-1] * m
    h2s = [-1] * m
    h1s[h1] = 0
    h2s[h2] = 0
    t1 = -1
    t2 = -1
    while h1 != a1 or h2 != a2:
        t += 1
        h1 = (x1 * h1 + y1) % m
        h2 = (x2 * h2 + y2) % m
        if h1s[h1] >= 0 and t1 == -1:
            t1 = h1s[h1]
            s1 = t - t1
            if t2 >= 0:
                break
        else:
            h1s[h1] = t
        if h2s[h2] >= 0 and t2 == -1:
            t2 = h2s[h2]
            s2 = t - t2
            if t1 >= 0:
                break
        else:
            h2s[h2] = t
    if h1 == a1 and h2 == a2:
        return t
    return retrieve(a1, a2, t1, s1, t2, s2, h1s, h2s)

def retrieve(a1, a2, t1, s1, t2, s2, h1s, h2s):
    u1 = h1s[a1]
    u2 = h2s[a2]
    if u1 == -1 or u2 == -1:
        return -1
    if u1 < t1:
        if guess(h2s, u1, t2, s2, a2):
            return u1
        else:
            return -1
    if u2 < t2:
        if guess(h1s, u2, t1, s1, a1):
            return u2
        else:
            return -1
    return find_time(u1, s1, u2, s2)

def guess(hs, u, t, s, a):
    if u <= t:
        return hs[a] == u
    tt = t + (u - t) % s
    return hs[a] == tt

def find_time(u1, s1, u2, s2):
    g = fractions.gcd(s1, s2)
    if abs(u1 - u2) % g:
        return -1
    k1, k2 = extended_euclid(s1, s2, u2-u1, g)
    b = s2 // g
    return (k1 % b) * s1 + u1

def egcd(a, b):
    x, lastx = 0, 1
    y, lasty = 1, 0
    while b:
        q = a // b
        a, b = b, a % b
        x, lastx = lastx - q * x, x
        y, lasty = lasty - q * y, y
    return lastx, lasty

def extended_euclid(a, b, c, g):
    x, y = egcd(a, b)
    return (c // g) * x, (x // g) * y


param = read_data()
print(solve(*param))",text_b
